comparison,case_id,policy,left,right,jaccard,intersection_over_min,reason,selected_count_delta,qualified_rate_delta
baseline_v03_vs_stage_a_fixed,learning_reward__agents__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__agents__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__agents__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__agents__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_reward__agents__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__agents__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__agents__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__agents__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__agents__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__agents__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__agents__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_reward__agents__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__agents__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__agents__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__learning__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__learning__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__learning__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__learning__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_reward__learning__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__learning__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__learning__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__learning__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__learning__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__learning__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__learning__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_reward__learning__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__learning__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__learning__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__learning__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__learning__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__learning__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__learning__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_reward__learning__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__learning__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__learning__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__science__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__science__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__science__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__science__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_reward__science__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__science__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__science__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__science__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__science__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__science__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__science__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_reward__science__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__science__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__science__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__science__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__science__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__science__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,learning_reward__science__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,learning_reward__science__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,learning_reward__science__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,learning_reward__science__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__agents__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__agents__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__agents__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__agents__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_collaboration__agents__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__agents__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__agents__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__agents__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__agents__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__agents__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__agents__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_collaboration__agents__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__agents__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__agents__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__agents__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__agents__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__agents__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__agents__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_collaboration__agents__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__agents__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__agents__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__learning__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__learning__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__learning__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__learning__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_collaboration__learning__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__learning__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__learning__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__learning__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__learning__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__learning__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__learning__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_collaboration__learning__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__learning__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__learning__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__learning__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__learning__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__learning__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__learning__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_collaboration__learning__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__learning__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__learning__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__science__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__science__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__science__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__science__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_collaboration__science__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__science__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__science__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__science__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__science__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__science__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__science__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_collaboration__science__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__science__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__science__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__science__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__science__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__science__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_collaboration__science__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_collaboration__science__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_collaboration__science__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_collaboration__science__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__agents__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__agents__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__agents__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__agents__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_evaluation__agents__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__agents__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__agents__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__agents__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__agents__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__agents__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__agents__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_evaluation__agents__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__agents__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__agents__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__agents__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__agents__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__agents__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__agents__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_evaluation__agents__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__agents__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__agents__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__learning__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__learning__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__learning__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__learning__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_evaluation__learning__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__learning__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__learning__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__learning__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__learning__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__learning__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__learning__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_evaluation__learning__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__learning__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__learning__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__learning__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__learning__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__learning__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__learning__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_evaluation__learning__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__learning__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__learning__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__science__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__science__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__science__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__science__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_evaluation__science__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__science__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__science__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__science__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__science__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__science__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__science__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_evaluation__science__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__science__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__science__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__science__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__science__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__science__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_evaluation__science__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
baseline_v03_vs_stage_a_fixed,science_evaluation__science__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.65
balanced_vs_novelty,science_evaluation__science__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_evaluation__science__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__agents__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__agents__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__agents__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__agents__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,science_hypothesis__agents__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__agents__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__agents__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__agents__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__agents__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__agents__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__agents__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,science_hypothesis__agents__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__agents__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__agents__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__agents__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__agents__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__agents__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__agents__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,science_hypothesis__agents__unrelated,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__agents__unrelated,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__agents__unrelated,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__learning__empty,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__learning__empty,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__learning__empty,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__learning__empty,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,science_hypothesis__learning__empty,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__learning__empty,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__learning__empty,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__learning__related,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__learning__related,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__learning__related,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__learning__related,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
baseline_v03_vs_stage_a_fixed,science_hypothesis__learning__related,recognition,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__learning__related,stage_a_fixed,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__learning__related,stage_a_fixed,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__learning__unrelated,balanced,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
balanced_vs_novelty,science_hypothesis__learning__unrelated,baseline_v03,balanced,novelty,1.0,1.0,,0,0.0
balanced_vs_recognition,science_hypothesis__learning__unrelated,baseline_v03,balanced,recognition,1.0,1.0,,0,0.0
baseline_v03_vs_stage_a_fixed,science_hypothesis__learning__unrelated,novelty,baseline_v03,stage_a_fixed,0.3333333333333333,1.0,,-2,-0.6
